X.PROBE_ID	UTR_TAG	ALN_BASIS	BWA_NUM_MISMATCHES	NUM_HITS	HIT	SNP_INFO	gene	uniq	Chr	Strand	P_start	P_end	Gene_symbol
ILMN_2367186	inclUTR	exome	0	4	chrX|-|15339010-15339059|702_NR_033836,PIGA|exonic;chrX|-|15339010-15339059|702_NM_020473,PIGA|exonic;chrX|-|15339010-15339059|702_NR_033835,PIGA|exonic;chrX|-|15339010-15339059|702_NM_002641,PIGA|exonic;	NA	1	1	X	-	15339010	15339059	PIGA
ILMN_1666819	inclUTR	exome	0	3	chr11|+|118528594-118528643|23_NM_015157,PHLDB1|exonic;chr11|+|118528597-118528646|23_NM_001144759,PHLDB1|exonic;chr11|+|118528595-118528644|23_NM_001144758,PHLDB1|exonic;	NA	1	1	11	+	118528594	118528646	PHLDB1
ILMN_1664828	inclUTR	exome	0	3	chr22|+|39499804-39499853|886_NM_181773,APOBEC3H|exonic;chr22|+|39499804-39499853|886_NM_001166002,APOBEC3H|exonic;chr22|+|39499803-39499852|886_NM_001166003,APOBEC3H|exonic;	NA	1	1	22	+	39499803	39499853	APOBEC3H
ILMN_2231569	inclUTR	exome	0	1	chr1|+|1405059-1405108|595_NM_001039211,ATAD3C|exonic;	NA	1	1	1	+	1405059	1405108	ATAD3C
ILMN_1682547	inclUTR	exome	0	2	chr10|+|99343427-99343476|1342_NM_020349,ANKRD2|exonic;chr10|+|99343428-99343477|1342_NM_001129981,ANKRD2|exonic;	NA	1	1	10	+	99343427	99343477	ANKRD2
ILMN_2063106	inclUTR	exome	0	1	chr7|-|23624677-23624726|765_NR_002711,CLK2P|exonic;	NA	1	1	7	-	23624677	23624726	CLK2P
ILMN_2315569	inclUTR	exome	0	2	chr21|-|30244587-30244636|815_NM_013240,N6AMT1|exonic;chr21|-|30244587-30244636|815_NM_182749,N6AMT1|exonic;	NA	1	1	21	-	30244587	30244636	N6AMT1
ILMN_1655690	inclUTR	exome	0	1	chrX|-|139865508-139865557|1652_NM_004065,CDR1|exonic;	NA	1	1	X	-	139865508	139865557	CDR1
ILMN_1791114	inclUTR	exome	0	1	chrX|-|139865782-139865831|1652_NM_004065,CDR1|exonic;	NA	1	1	X	-	139865782	139865831	CDR1
ILMN_3241446	inclUTR	exome	0	1	chr22|-|50969214-50969263|973_NM_001014440,ODF3B|exonic;	NA	1	1	22	-	50969214	50969263	ODF3B
ILMN_2209614	inclUTR	exome	0	1	chr22|-|50970038-50970087|973_NM_001014440,ODF3B|exonic;	MAF=0.0141343,Name=chr22_50970068	1	1	22	-	50970038	50970087	ODF3B
ILMN_3246279	inclUTR	exome	0	1	chr7|+|139879129-139879178|1652_NR_024451,LOC100134229|exonic;	NA	1	1	7	+	139879129	139879178	LOC100134229
ILMN_1676257	inclUTR	exome	0	1	chr22|-|25331343-25331392|778_NM_001001663,TMEM211|exonic;	NA	1	1	22	-	25331343	25331392	TMEM211
ILMN_1791147	inclUTR	exome	0	2	chr16|-|30103775-30103824|814_NM_031477,YPEL3|exonic;chr16|-|30103775-30103824|814_NM_001145524,YPEL3|exonic;	NA	1	1	16	-	30103775	30103824	YPEL3
ILMN_1652369	inclUTR	exome	0	1	chr19|-|45926636-45926685|935_NM_202001,ERCC1|exonic;	NA	1	1	19	-	45926636	45926685	ERCC1
ILMN_2211065	inclUTR	exome	0	6	chr19|+|41889927-41889976|904_NM_001098822,TMEM91|exonic;chr19|+|41889927-41889976|904_NM_001098824,TMEM91|exonic;chr19|+|41889927-41889976|904_NM_001098823,TMEM91|exonic;chr19|+|41889927-41889976|904_NM_001098825,TMEM91|exonic;chr19|+|41889927-41889976|904_NM_001098821,TMEM91|exonic;chr19|+|41889927-41889976|904_NM_001042595,TMEM91|exonic;	NA	1	1	19	+	41889927	41889976	TMEM91
ILMN_2352036	inclUTR	exome	0	5	chr2|-|55199796-55199845|1006_NM_207521,RTN4|exonic;chr2|-|55199796-55199845|1006_NM_153828,RTN4|exonic;chr2|-|55199796-55199845|1006_NM_007008,RTN4|exonic;chr2|-|55199796-55199845|1006_NM_020532,RTN4|exonic;chr2|-|55199796-55199845|1006_NM_207520,RTN4|exonic;	NA	1	1	2	-	55199796	55199845	RTN4
ILMN_1685551	inclUTR	exome	0	1	chr12|-|6679745-6679794|79_NM_001273,CHD4|exonic;	NA	1	1	12	-	6679745	6679794	CHD4
ILMN_1658411	inclUTR	exome	0	1	chr12|-|6679564-6679613|79_NM_001273,CHD4|exonic;	NA	1	1	12	-	6679564	6679613	CHD4
ILMN_3178553	inclUTR	exome	0	1	chr8|+|74353463-74353512|1152_NR_038406,LOC100128126|exonic;	NA	1	1	8	+	74353463	74353512	LOC100128126
ILMN_1733863	inclUTR	exome	0	1	chr16|-|4659170-4659219|620_NM_145253,FAM100A|exonic;	NA	1	1	16	-	4659170	4659219	FAM100A
ILMN_1691393	inclUTR	exome	0	1	chr2|-|220239658-220239707|2265_NM_012100,DNPEP|exonic;	NA	1	1	2	-	220239658	220239707	DNPEP
ILMN_1734880	inclUTR	exome	0	1	chr8|-|158695-158744|586_NR_003572,RPL23AP53|exonic;	NA	1	1	8	-	158695	158744	RPL23AP53
ILMN_3298585	inclUTR	exome	0	9	chr4|+|9332981-9333030|656_NM_001242329,USP17L5|exonic;chr4|+|9246949-9246998|655_NM_001105662,USP17|exonic;chr4|+|9342473-9342522|656_NM_001105662,USP17|exonic;chr4|+|9366199-9366248|656_NM_001242330,LOC728393|exonic;chr4|+|9366199-9366248|656_NM_001242332,LOC728405|exonic;chr4|+|9366199-9366248|656_NM_001242326,LOC728373|exonic;chr4|+|9366199-9366248|656_NM_001242328,LOC728379|exonic;chr4|+|9366199-9366248|656_NM_001242331,LOC728400|exonic;chr4|+|9366199-9366248|656_NM_001242327,LOC728369|exonic;	NA	1	0					
ILMN_2054652	inclUTR	exome	0	1	chr9|+|12709922-12709971|681_NM_000550,TYRP1|exonic;	NA	1	1	9	+	12709922	12709971	TYRP1
ILMN_1660199	inclUTR	exome	0	1	chr18|-|47310122-47310171|118_NM_006111,ACAA2|exonic;	NA	1	1	18	-	47310122	47310171	ACAA2
ILMN_2201768	inclUTR	exome	0	1	chr17|-|39140505-39140526:39142555-39142583|883_NM_182497,KRT40|exonic;	NA	1	1	17	-	39140505	39142583	KRT40
ILMN_1657949	inclUTR	exome	0	1	chr7|-|151164213-151164262|1738_NM_005614,RHEB|exonic;	NA	1	1	7	-	151164213	151164262	RHEB
ILMN_1683832	inclUTR	exome	0	4	chr2|+|88057909-88057958|1256_NM_001032392,PLGLB1|exonic;chr2|-|87238620-87238669|1250_NM_002665,PLGLB2|exonic;chr2|-|87238620-87238669|1250_NM_001032392,PLGLB1|exonic;chr2|+|88057909-88057958|1256_NM_002665,PLGLB2|exonic;	NA	1	0					
ILMN_1752340	inclUTR	exome	0	1	chr7|+|127231467-127231516|1555_NM_001662,ARF5|exonic;	NA	1	1	7	+	127231467	127231516	ARF5
ILMN_1740171	inclUTR	exome	0	1	chr2|-|73989772-73989821|1149_NM_003584,DUSP11|exonic;	NA	1	1	2	-	73989772	73989821	DUSP11
ILMN_2046024	inclUTR	exome	0	1	chr2|-|73989709-73989758|1149_NM_003584,DUSP11|exonic;	NA	1	1	2	-	73989709	73989758	DUSP11
ILMN_3259736	inclUTR	exome	0	13	chr5|+|180751903-180751952|1964_NR_028325,LOC100132062|exonic;chr1|-|243219672-243219721|2440_NR_029401,LOC731275|exonic;chr1|-|664284-664333|590_NR_028327,LOC100133331|exonic;chr1|-|138794-138843|586_NR_039983,LOC729737|exonic;chr11|-|130473-130522|73_NR_028326,LOC100133161|exonic;chr4|-|120330394-120330443|1503_NR_037596,FLJ14186|exonic;chr5|+|180751903-180751952|1964_NR_028322,LOC100132287|exonic;chr5|+|180751903-180751952|1964_NR_028327,LOC100133331|exonic;chr1|+|325288-325337|587_NR_028327,LOC100133331|exonic;chr1|+|325288-325337|587_NR_028322,LOC100132287|exonic;chr1|+|325288-325337|587_NR_028325,LOC100132062|exonic;chr7|+|128292075-128292124|1563_NR_024368,FLJ45340|exonic;chr10|+|38737584-38737633|880_NR_024497,LOC399744|exonic;	MAF=0.0618375,Name=chr4_120330427;MAF=0.135714,Name=chr7_128292108	1	0					
ILMN_1763382	inclUTR	exome	0	1	chr1|-|11917704-11917728:11918270-11918295|675_NM_002521,NPPB|exonic;	NA	1	1	1	-	11917704	11918295	NPPB
ILMN_1701424	inclUTR	exome	0	1	chr1|+|183213885-183213934|1982_NM_005562,LAMC2|exonic;	NA	1	1	1	+	183213885	183213934	LAMC2
ILMN_1653824	inclUTR	exome	0	2	chr1|+|183209447-183209496|1982_NM_005562,LAMC2|exonic;chr1|+|183209447-183209496|1982_NM_018891,LAMC2|exonic;	NA	1	1	1	+	183209447	183209496	LAMC2
ILMN_1769416	inclUTR	exome	0	1	chr2|-|179507009-179507044:179509274-179509288|244_NM_133378,TTN|exonic;	NA	1	1	2	-	179507009	179509288	TTN
ILMN_1667532	inclUTR	exome	0	1	chr22|-|18317181-18317230|90_NM_001122731,MICAL3|exonic;	NA	1	1	22	-	18317181	18317230	MICAL3
ILMN_1789482	inclUTR	exome	0	1	chr16|-|11367328-11367377|671_NM_021247,PRM3|exonic;	NA	1	1	16	-	11367328	11367377	PRM3
ILMN_3310361	inclUTR	exome	0	1	chr15|+|24832732-24832781|774_NR_026646,PWRN1|exonic;	MAF=0.123675,Name=chr15_24832750	1	1	15	+	24832732	24832781	PWRN1
ILMN_1754827	inclUTR	exome	0	1	chr17|+|79988324-79988342:79988484-79988515|1195_NM_144999,LRRC45|exonic;	NA	1	1	17	+	79988324	79988515	LRRC45
ILMN_2275803	inclUTR	exome	0	1	chr17|+|79988750-79988799|1195_NM_144999,LRRC45|exonic;	NA	1	1	17	+	79988750	79988799	LRRC45
ILMN_1742507	inclUTR	exome	0	1	chr17|+|79988318-79988342:79988484-79988509|1195_NM_144999,LRRC45|exonic;	NA	1	1	17	+	79988318	79988509	LRRC45
ILMN_1713686	inclUTR	exome	0	3	chr16|+|70694236-70694285|140_NM_001172771,IL34|exonic;chr16|+|70694236-70694285|140_NM_152456,IL34|exonic;chr16|+|70694236-70694285|1124_NM_001172772,IL34|exonic;	NA	1	1	16	+	70694236	70694285	IL34
ILMN_1726064	inclUTR	exome	0	1	chr6|+|10709210-10709259|666_NM_017906,PAK1IP1|exonic;	NA	1	1	6	+	10709210	10709259	PAK1IP1
ILMN_2054145	inclUTR	exome	0	1	chr6|+|10709494-10709543|666_NM_017906,PAK1IP1|exonic;	NA	1	1	6	+	10709494	10709543	PAK1IP1
ILMN_2153936	inclUTR	exome	0	1	chrX|-|8995917-8995966|653_NM_205849,FAM9B|exonic;	NA	1	1	X	-	8995917	8995966	FAM9B
ILMN_2153939	inclUTR	exome	0	1	chrX|-|8993573-8993622|653_NM_205849,FAM9B|exonic;	NA	1	1	X	-	8993573	8993622	FAM9B
ILMN_3309394	inclUTR	exome	0	1	chr14|+|101495990-101496039|1359_NR_030174,MIR494|exonic;	NA	1	1	14	+	101495990	101496039	MIR494
ILMN_2227377	inclUTR	exome	0	3	chr6_ssto_hap7|+|482954-483003|588_NM_030905,OR2J2|exonic;chr6|+|29142065-29142114|807_NM_030905,OR2J2|exonic;chr6_cox_hap2|+|660937-660986|590_NM_030905,OR2J2|exonic;chr6_ssto_hap7|+|482954-483003|588_NM_030905,OR2J2|exonic;chr6_ssto_hap7|+|482954-483003|588_NM_030905,OR2J2|exonic;chr6_ssto_hap7|+|482954-483003|588_NM_030905,OR2J2|exonic;chr6_ssto_hap7|+|482954-483003|588_NM_030905,OR2J2|exonic;chr6_ssto_hap7|+|482954-483003|588_NM_030905,OR2J2|exonic;	NA	1	1	6	+	29142065	29142114	OR2J2
ILMN_2320906	inclUTR	exome	0	4	chr11|+|63526859-63526908|1069_NM_006054,RTN3|exonic;chr11|+|63526858-63526907|1069_NM_201429,RTN3|exonic;chr11|+|63526858-63526907|1069_NM_201428,RTN3|exonic;chr11|+|63526860-63526909|1069_NM_201430,RTN3|exonic;	NA	1	1	11	+	63526858	63526909	RTN3
ILMN_2400448	inclUTR	exome	0	2	chr6|+|130461954-130462003|197_NM_001007102,L3MBTL3|exonic;chr6|+|130461953-130462002|197_NM_032438,L3MBTL3|exonic;	NA	1	1	6	+	130461953	130462003	L3MBTL3
ILMN_2189701	inclUTR	exome	0	1	chrX|+|83129397-83129446|1219_NM_021118,CYLC1|exonic;	NA	1	1	X	+	83129397	83129446	CYLC1
ILMN_1807079	inclUTR	exome	0	1	chr17|-|3336889-3336938|610_NM_003554,OR1E2|exonic;	NA	1	1	17	-	3336889	3336938	OR1E2
ILMN_2107878	inclUTR	exome	0	1	chr17|-|3336184-3336233|610_NM_003554,OR1E2|exonic;	NA	1	1	17	-	3336184	3336233	OR1E2
ILMN_1691143	inclUTR	exome	0	1	chr10|+|27828735-27828784|797_NM_021252,RAB18|exonic;	NA	1	1	10	+	27828735	27828784	RAB18
ILMN_1717745	inclUTR	exome	0	2	chr10|-|121337028-121337047:121337152-121337182|1510_NM_001033925,TIAL1|exonic;chr10|-|121337028-121337047:121337152-121337182|1510_NM_003252,TIAL1|exonic;	NA	1	1	10	-	121337028	121337182	TIAL1
ILMN_1796855	inclUTR	exome	0	2	chr10|-|121336144-121336193|1510_NM_003252,TIAL1|exonic;chr10|-|121336144-121336193|1510_NM_001033925,TIAL1|exonic;	NA	1	1	10	-	121336144	121336193	TIAL1
ILMN_2098499	inclUTR	exome	0	1	chrY|+|7678278-7678327|643_NR_001551,TTTY12|exonic;	NA	1	1	Y	+	7678278	7678327	TTTY12
ILMN_1786046	inclUTR	exome	0	2	chr1|-|15831252-15831253:15832484-15832532|705_NM_032996,CASP9|exonic;chr1|-|15831252-15831253:15832484-15832532|705_NM_001229,CASP9|exonic;	NA	1	1	1	-	15831252	15832532	CASP9
ILMN_2189815	inclUTR	exome	0	1	chr11|+|63066487-63066515:63066985-63067006|1066_NM_001039752,SLC22A10|exonic;	NA	1	1	11	+	63066487	63067006	SLC22A10
ILMN_1740528	inclUTR	exome	0	1	chr7|+|123276879-123276928|1525_NM_080928,ASB15|exonic;	NA	1	1	7	+	123276879	123276928	ASB15
ILMN_1702691	inclUTR	exome	0	1	chr6|+|138204026-138204075|1639_NM_006290,TNFAIP3|exonic;	NA	1	1	6	+	138204026	138204075	TNFAIP3
ILMN_1736077	inclUTR	exome	0	1	chr4|+|39474759-39474808|886_NM_006859,LIAS|exonic;	NA	1	1	4	+	39474759	39474808	LIAS
ILMN_2367113	inclUTR	exome	0	2	chr4|-|110610666-110610715|1428_NM_001226,CASP6|exonic;chr4|-|110610666-110610715|1428_NM_032992,CASP6|exonic;	NA	1	1	4	-	110610666	110610715	CASP6
ILMN_1773018	inclUTR	exome	0	1	chr10|-|104183242-104183291|1379_NM_024040,CUEDC2|exonic;	NA	1	1	10	-	104183242	104183291	CUEDC2
ILMN_1739374	inclUTR	exome	0	1	chr1|-|31652944-31652993|826_NM_024522,NKAIN1|exonic;	NA	1	1	1	-	31652944	31652993	NKAIN1
ILMN_1709925	inclUTR	exome	0	2	chr2|-|175296399-175296448|1922_NM_152529,GPR155|exonic;chr2|-|175296399-175296448|1922_NM_001033045,GPR155|exonic;	NA	1	1	2	-	175296399	175296448	GPR155
ILMN_3249167	inclUTR	exome	0	1	chr3|+|186505173-186505222|2007_NR_002586,SNORA63|exonic;	NA	1	1	3	+	186505173	186505222	SNORA63
ILMN_1759495	inclUTR	exome	0	1	chr6|-|43490353-43490402|114_NM_020750,XPO5|exonic;	NA	1	1	6	-	43490353	43490402	XPO5
ILMN_3245464	inclUTR	exome	0	1	chr12|+|97926943-97926992|166_NR_024037,RMST|exonic;	NA	1	1	12	+	97926943	97926992	RMST
ILMN_3180114	inclUTR	exome	0	1	chr14|-|99982530-99982579|168_NM_001144995,CCDC85C|exonic;	NA	1	1	14	-	99982530	99982579	CCDC85C
ILMN_2389970	inclUTR	exome	0	1	chr11|+|2339110-2339159|602_NM_139022,TSPAN32|exonic;	NA	1	1	11	+	2339110	2339159	TSPAN32
ILMN_1718621	inclUTR	exome	0	1	chr11|+|2339263-2339312|602_NM_139022,TSPAN32|exonic;	NA	1	1	11	+	2339263	2339312	TSPAN32
ILMN_3201530	inclUTR	exome	0	1	chr1|+|28290186-28290204:28293013-28293044|800_NM_018053,XKR8|exonic;	NA	1	1	1	+	28290186	28293044	XKR8
ILMN_1691743	inclUTR	exome	0	1	chr17|-|38517165-38517214|878_NM_152219,GJD3|exonic;	NA	1	1	17	-	38517165	38517214	GJD3
ILMN_1669310	inclUTR	exome	0	1	chr16|+|723922-723971|590_NM_138769,RHOT2|exonic;	NA	1	1	16	+	723922	723971	RHOT2
ILMN_1724826	inclUTR	exome	0	3	chr12|+|32895618-32895667|835_NM_012062,DNM1L|exonic;chr12|+|32895620-32895669|835_NM_005690,DNM1L|exonic;chr12|+|32895619-32895668|835_NM_012063,DNM1L|exonic;	NA	1	1	12	+	32895618	32895669	DNM1L
ILMN_1736577	inclUTR	exome	0	2	chr16|-|30581138-30581187|818_NM_145271,ZNF688|exonic;chr16|-|30581138-30581187|818_NM_001024683,ZNF688|exonic;	NA	1	1	16	-	30581138	30581187	ZNF688
ILMN_1807529	inclUTR	exome	0	1	chr1|+|17690380-17690429|719_NM_012387,PADI4|exonic;	NA	1	1	1	+	17690380	17690429	PADI4
ILMN_1654542	inclUTR	exome	0	4	chr5|-|92953974-92954023|20_NM_001163418,FAM172A|exonic;chr5|-|92953974-92954023|20_NM_001163417,FAM172A|exonic;chr5|-|92953974-92954023|20_NM_032042,FAM172A|exonic;chr5|-|92953974-92954023|20_NR_028080,FAM172A|exonic;	NA	1	1	5	-	92953974	92954023	FAM172A
ILMN_3310093	inclUTR	exome	0	1	chr17|+|16185338-16185387|708_NR_031698,MIR1288|exonic;	NA	1	1	17	+	16185338	16185387	MIR1288
ILMN_2353129	inclUTR	exome	0	2	chr20|+|45816823-45816872|116_NM_005244,EYA2|exonic;chr20|+|45816825-45816874|116_NM_172110,EYA2|exonic;	NA	1	1	20	+	45816823	45816874	EYA2
ILMN_1815141	inclUTR	exome	0	1	chr1|+|237066972-237067021|37_NM_000254,MTR|exonic;	NA	1	1	1	+	237066972	237067021	MTR
ILMN_2196734	inclUTR	exome	0	4	chr2|+|228422139-228422188|2327_NM_001135187,AGFG1|exonic;chr2|+|228422140-228422189|2327_NM_004504,AGFG1|exonic;chr2|+|228422141-228422190|2327_NM_001135189,AGFG1|exonic;chr2|+|228422140-228422189|2327_NM_001135188,AGFG1|exonic;	NA	1	1	2	+	228422139	228422190	AGFG1
ILMN_2364174	inclUTR	exome	0	2	chr5|-|148885015-148885064|26_NM_001025105,CSNK1A1|exonic;chr5|-|148885015-148885064|26_NM_001892,CSNK1A1|exonic;	NA	1	1	5	-	148885015	148885064	CSNK1A1
ILMN_1704000	inclUTR	exome	0	1	chr2|+|113763625-113763664:113764174-113764184|1452_NM_014440,IL36A|exonic;	NA	1	1	2	+	113763625	113764184	IL36A
ILMN_1809613	inclUTR	exome	0	2	chr2|-|233743539-233743588|2368_NM_001114090,NGEF|exonic;chr2|-|233743539-233743588|36_NM_019850,NGEF|exonic;	NA	1	1	2	-	233743539	233743588	NGEF
ILMN_1805773	inclUTR	exome	0	1	chr12|-|14993496-14993545|699_NM_021071,ART4|exonic;	NA	1	1	12	-	14993496	14993545	ART4
ILMN_1743103	inclUTR	exome	0	1	chr10|-|105353917-105353966|173_NM_014631,SH3PXD2A|exonic;	NA	1	1	10	-	105353917	105353966	SH3PXD2A
ILMN_1668194	inclUTR	exome	0	1	chr19|-|48988559-48988608|958_NM_001080434,LMTK3|exonic;	NA	1	1	19	-	48988559	48988608	LMTK3
ILMN_3236556	inclUTR	exome	0	1	chr8|+|59363386-59363435|1037_NM_001077619,UBXN2B|exonic;	NA	1	1	8	+	59363386	59363435	UBXN2B
ILMN_2283388	inclUTR	exome	0	4	chr20|+|35238076-35238125|853_NM_001199534,C20orf24|exonic;chr20|+|35238075-35238124|853_NR_026562,C20orf24|exonic;chr20|+|35238075-35238124|853_NM_001199535,TGIF2-C20ORF24|exonic;chr20|+|35238076-35238125|853_NM_018840,C20orf24|exonic;	NA	1	1	20	+	35238075	35238125	C20orf24,TGIF2-C20ORF24
ILMN_2387599	inclUTR	exome	0	5	chr20|+|35240567-35240616|853_NM_199483,C20orf24|exonic;chr20|+|35240566-35240615|853_NM_001199534,C20orf24|exonic;chr20|+|35240565-35240614|853_NR_026562,C20orf24|exonic;chr20|+|35240565-35240614|853_NM_001199535,TGIF2-C20ORF24|exonic;chr20|+|35240566-35240615|853_NM_018840,C20orf24|exonic;	NA	1	1	20	+	35240565	35240616	C20orf24,TGIF2-C20ORF24
ILMN_1720259	inclUTR	exome	0	1	chrX|-|142795453-142795502|1674_NM_001009615,SPANXN2|exonic;	NA	1	1	X	-	142795453	142795502	SPANXN2
ILMN_1711203	inclUTR	exome	0	3	chr6_mann_hap4|-|2427370-2427419|603_NM_014070,C6orf15|exonic;chr6|-|31079024-31079073|822_NM_014070,C6orf15|exonic;chr6_mann_hap4|-|2427370-2427419|603_NM_014070,C6orf15|exonic;chr6_mann_hap4|-|2427370-2427419|603_NM_014070,C6orf15|exonic;chr6_cox_hap2|-|2593728-2593777|604_NM_014070,C6orf15|exonic;chr6_mann_hap4|-|2427370-2427419|603_NM_014070,C6orf15|exonic;	NA	1	1	6	-	31079024	31079073	C6orf15
ILMN_1733696	inclUTR	exome	0	1	chr15|-|75931597-75931646|1164_NM_018285,IMP3|exonic;	NA	1	1	15	-	75931597	75931646	IMP3
ILMN_1759652	inclUTR	exome	0	1	chr1|-|156374183-156374232|1778_NM_006365,C1orf61|exonic;	NA	1	1	1	-	156374183	156374232	C1orf61
ILMN_3247110	inclUTR	exome	0	2	chr3|+|197884474-197884523|2094_NM_001145248,FAM157A|exonic;chr9|+|141111712-141111761|1661_NM_001145249,FAM157B|exonic;	NA	1	0					
ILMN_1652787	inclUTR	exome	0	1	chr10|-|98353255-98353304|166_NM_152309,PIK3AP1|exonic;	NA	1	1	10	-	98353255	98353304	PIK3AP1
ILMN_1790160	inclUTR	exome	0	2	chr4|+|55606330-55606379|15_NM_000222,KIT|exonic;chr4|+|55606330-55606379|15_NM_001093772,KIT|exonic;	NA	1	1	4	+	55606330	55606379	KIT
ILMN_1775822	inclUTR	exome	0	2	chr22|-|39620092-39620141|887_NM_033016,PDGFB|exonic;chr22|-|39620092-39620141|887_NM_002608,PDGFB|exonic;	NA	1	1	22	-	39620092	39620141	PDGFB
ILMN_1737695	inclUTR	exome	0	1	chr22|-|39639913-39639962|887_NM_002608,PDGFB|exonic;	NA	1	1	22	-	39639913	39639962	PDGFB
ILMN_1775008	inclUTR	exome	0	1	chr12|+|6640540-6640589|635_NM_014865,NCAPD2|exonic;	NA	1	1	12	+	6640540	6640589	NCAPD2
ILMN_2396648	inclUTR	exome	0	1	chr10|-|99196104-99196153|1341_NM_016046,EXOSC1|exonic;	NA	1	1	10	-	99196104	99196153	EXOSC1
ILMN_1767927	inclUTR	exome	0	1	chr1|+|11597352-11597401|673_NM_020780,PTCHD2|exonic;	NA	1	1	1	+	11597352	11597401	PTCHD2
ILMN_1805024	inclUTR	exome	0	1	chr5|+|65370970-65371019|135_NM_018695,ERBB2IP|exonic;	NA	1	1	5	+	65370970	65371019	ERBB2IP
ILMN_1673604	inclUTR	exome	0	1	chr6|-|43479653-43479702|916_NM_015388,YIPF3|exonic;	NA	1	1	6	-	43479653	43479702	YIPF3
ILMN_1752802	inclUTR	exome	0	1	chr5|-|1318251-1318300|595_NM_030782,CLPTM1L|exonic;	NA	1	1	5	-	1318251	1318300	CLPTM1L
ILMN_1746832	inclUTR	exome	0	1	chr12|-|88444200-88444210:88447428-88447467|157_NM_025114,CEP290|exonic;	NA	1	1	12	-	88444200	88447467	CEP290
ILMN_1792837	inclUTR	exome	0	1	chr2|+|96938611-96938660|1324_NM_004804,CIAO1|exonic;	NA	1	1	2	+	96938611	96938660	CIAO1
ILMN_2048793	inclUTR	exome	0	1	chr2|+|96939725-96939774|1324_NM_004804,CIAO1|exonic;	NA	1	1	2	+	96939725	96939774	CIAO1
ILMN_1655519	inclUTR	exome	0	2	chr8|+|7575280-7575329|642_NM_001164456,FAM90A13|exonic;chr8|+|7575280-7575329|642_NM_001164452,FAM90A14|exonic;	NA	1	1	8	+	7575280	7575329	FAM90A13,FAM90A14
ILMN_1654060	inclUTR	exome	0	1	chr19|-|2038114-2038163|600_NM_199054,MKNK2|exonic;	MAF=0.040636,Name=chr19_2038137	1	1	19	-	2038114	2038163	MKNK2
ILMN_1669696	inclUTR	exome	0	1	chr19|-|35447353-35447402|855_NM_175872,ZNF792|exonic;	NA	1	1	19	-	35447353	35447402	ZNF792
ILMN_1673673	inclUTR	exome	0	1	chr8|-|27667279-27667328|796_NM_018492,PBK|exonic;	NA	1	1	8	-	27667279	27667328	PBK
ILMN_1726169	inclUTR	exome	0	2	chr9|-|139757397-139757446|1651_NM_153200,EDF1|exonic;chr9|-|139757396-139757445|1651_NM_003792,EDF1|exonic;	NA	1	1	9	-	139757396	139757446	EDF1
ILMN_2246894	inclUTR	exome	0	1	chr9|-|139756746-139756795|1651_NM_003792,EDF1|exonic;	NA	1	1	9	-	139756746	139756795	EDF1
ILMN_1721475	inclUTR	exome	0	1	chr7|-|19184433-19184482|731_NM_152898,FERD3L|exonic;	NA	1	1	7	-	19184433	19184482	FERD3L
ILMN_1727023	inclUTR	exome	0	2	chr2|-|128619311-128619360|1566_NM_001199140,AMMECR1L|exonic;chr2|-|128619311-128619360|1566_NM_031445,AMMECR1L|exonic;	NA	1	1	2	-	128619311	128619360	AMMECR1L
ILMN_2276504	inclUTR	exome	0	1	chr1|-|41617343-41617356:41618270-41618306|112_NM_001031694,SCMH1|exonic;	NA	1	1	1	-	41617343	41618306	SCMH1
ILMN_1653861	inclUTR	exome	0	7	chr1|-|41492927-41492976|112_NM_001172218,SCMH1|exonic;chr1|-|41492927-41492976|112_NM_001172222,SCMH1|exonic;chr1|-|41492927-41492976|112_NM_001172220,SCMH1|exonic;chr1|-|41492927-41492976|112_NM_012236,SCMH1|exonic;chr1|-|41492927-41492976|112_NM_001172219,SCMH1|exonic;chr1|-|41492927-41492976|112_NM_001031694,SCMH1|exonic;chr1|-|41492927-41492976|112_NM_001172221,SCMH1|exonic;	NA	1	1	1	-	41492927	41492976	SCMH1
ILMN_2375557	inclUTR	exome	0	7	chr1|-|41493524-41493573|112_NM_001031694,SCMH1|exonic;chr1|-|41493524-41493573|112_NM_001172222,SCMH1|exonic;chr1|-|41493524-41493573|112_NM_001172220,SCMH1|exonic;chr1|-|41493524-41493573|112_NM_012236,SCMH1|exonic;chr1|-|41493524-41493573|112_NM_001172219,SCMH1|exonic;chr1|-|41493524-41493573|112_NM_001172218,SCMH1|exonic;chr1|-|41493524-41493573|112_NM_001172221,SCMH1|exonic;	NA	1	1	1	-	41493524	41493573	SCMH1
ILMN_2285618	inclUTR	exome	0	2	chr21|+|47988410-47988459|118_NM_015151,DIP2A|exonic;chr21|+|47988410-47988459|118_NM_001146116,DIP2A|exonic;	MAF=0.0759717,Name=chr21_47988420;MAF=0.0759717,Name=chr21_47988420	1	1	21	+	47988410	47988459	DIP2A
ILMN_2398408	inclUTR	exome	0	3	chrX|+|102884862-102884911|1369_NM_001006639,TCEAL1|exonic;chrX|+|102884862-102884911|1369_NM_001006640,TCEAL1|exonic;chrX|+|102884862-102884911|1369_NM_004780,TCEAL1|exonic;	NA	1	1	X	+	102884862	102884911	TCEAL1
